episode_name,dialogue,person_scene
Series 02 Episode 13 – The Friendship Algorithm, Eww.,Penny
Series 02 Episode 13 – The Friendship Algorithm, Hewo. How did I walk past you? I’m Bawy.,Kripke
Series 02 Episode 13 – The Friendship Algorithm, Penny.,Penny
Series 02 Episode 13 – The Friendship Algorithm," Yeah, it’s not a vewy hot name. I’m gonna call your Woxanne. Ooh, pot stickers.",Kripke
Series 02 Episode 13 – The Friendship Algorithm," Suddenly I’m looking pretty good, huh?",Howard
Series 02 Episode 13 – The Friendship Algorithm," So uh, Kripke, I was wondering if there’s any chance you could get me some time on the open science grid computer.",Sheldon
Series 02 Episode 13 – The Friendship Algorithm, No.,Kripke
Series 02 Episode 13 – The Friendship Algorithm, No? But we’re friends!,Sheldon
Series 02 Episode 13 – The Friendship Algorithm," I’m sowy. No, my fwiend?",Kripke
Series 02 Episode 13 – The Friendship Algorithm, I’m confused. I was given an understanding that you allow your friends time on the machine?,Sheldon
Series 02 Episode 13 – The Friendship Algorithm," No, that’s wong. There’s an official schedule. I have no contwol over it.",Kripke
Series 02 Episode 13 – The Friendship Algorithm," Oh. This entire endeavour seems to have been an exercise in futility. Raj, you’re back in. He likes monkeys.",Sheldon
Series 02 Episode 13 – The Friendship Algorithm, The climbing centre.,Scene
Series 02 Episode 13 – The Friendship Algorithm, You gotta give him credit for sticking with it.,Howard
Series 02 Episode 13 – The Friendship Algorithm, I didn’t think he had it in him.,Leonard
Series 02 Episode 13 – The Friendship Algorithm, He almost made it to the top this time.,Raj
Series 02 Episode 14 – The Financial Permeability, The apartment. The guys are studying a complex chart on the whiteboard.,Scene
Series 02 Episode 14 – The Financial Permeability, Hmmm.,Leonard
Series 02 Episode 14 – The Financial Permeability, The problem appears to be unsolvable.,Sheldon
Series 02 Episode 14 – The Financial Permeability, Maybe you could run some computer simulations.,Raj
Series 02 Episode 14 – The Financial Permeability, There are too many variables. It would take forever.,Howard
Series 02 Episode 14 – The Financial Permeability," We’ve got to be missing something. Let’s start again. The movie is playing here at 7:20, here at 7:40, here at 8:10 and here at 8:45.",Leonard
Series 02 Episode 14 – The Financial Permeability," Right, these theatres have to be eliminated.",Sheldon
Series 02 Episode 14 – The Financial Permeability," Why? They’re state-of-the-art digital projection, 20-channel surround sound.",Leonard
Series 02 Episode 14 – The Financial Permeability," Yes, but they have no Icee machines. Despite my aggressive letter-writing campaign, I might add.",Sheldon
Series 02 Episode 14 – The Financial Permeability, What about the multiplex here? The seats are terrific.,Raj
Series 02 Episode 14 – The Financial Permeability, They have Twizzlers instead of Red Vines. No amount of lumbar support can compensate for that.,Sheldon
Series 02 Episode 14 – The Financial Permeability," Well, it’s gonna take at least an hour to eat, and I don’t see a Sheldon-approved restaurant proximate to a Sheldon-approved theatre.",Leonard
Series 02 Episode 14 – The Financial Permeability, We could eat after the movie.,Raj
Series 02 Episode 14 – The Financial Permeability," Unacceptable, the delay would result in tomorrow morning’s bowel movement occurring at work.",Sheldon
Series 02 Episode 14 – The Financial Permeability," Hang on, hang on. There’s a 7-Eleven here. We smuggle Slurpies, which are essentially Icees, in under our coats, after having a pleasant meal either here, here or here.",Raj
Series 02 Episode 14 – The Financial Permeability, Wow. I don’t see how we missed that.,Howard
Series 02 Episode 14 – The Financial Permeability," Excuse me, in what universe are Slurpies Icees?",Sheldon
Series 02 Episode 14 – The Financial Permeability, That’s how we missed it.,Raj
Series 02 Episode 14 – The Financial Permeability," Sheldon, would you be prepared, on a non-precedential basis, to create an emergency ad-hoc Slurpie-Icee equivalency?",Leonard
Series 02 Episode 14 – The Financial Permeability," Oh, Leonard, you know I can’t do that.",Sheldon
Series 02 Episode 14 – The Financial Permeability," Okay, I guess we only have one option.",Howard
Series 02 Episode 14 – The Financial Permeability," Yep, I don’t see any way around it.",Raj
Series 02 Episode 14 – The Financial Permeability," Bye, Sheldon.",Leonard
Series 02 Episode 14 – The Financial Permeability, See ya.,Howard
Series 02 Episode 14 – The Financial Permeability," Later, dude.",Raj
Series 02 Episode 14 – The Financial Permeability," They’re right, it was the only option.",Sheldon
Series 02 Episode 14 – The Financial Permeability, The hallway. Sheldon is opening the apartment door. Penny comes running up stairs.,Scene
Series 02 Episode 14 – The Financial Permeability," Ooh, ooh, shut the door, shut the door.",Penny
Series 02 Episode 14 – The Financial Permeability, Why?,Sheldon
Series 02 Episode 14 – The Financial Permeability, Just do it! (Penny runs in. Sheldon shuts door. Penny opens door again) Get inside and shut the door.,Penny
Series 02 Episode 14 – The Financial Permeability," Well, you didn’t specify.",Sheldon
Series 02 Episode 14 – The Financial Permeability, Is Leonard around?,Penny
Series 02 Episode 14 – The Financial Permeability," He went to the movies without me. It was the only option. I’m sorry, I don’t understand which social situation this is. Could you give me some guidance as to how to proceed?",Sheldon
Series 02 Episode 14 – The Financial Permeability," The building manager’s showing an apartment downstairs, and I haven’t paid my rent.",Penny
Series 02 Episode 14 – The Financial Permeability," Oh, I see. Penny, I’m not sure I’m comfortable harbouring a fugitive from the 2311 North Los Robles Corporation.",Sheldon
Series 02 Episode 14 – The Financial Permeability, It’s no big deal. I’m just a little behind on my bills because they cut back my hours at the restaurant and my car broke down.,Penny
Series 02 Episode 14 – The Financial Permeability," If you recall, I pointed out the “check engine” light to you several months ago.",Sheldon
Series 02 Episode 14 – The Financial Permeability, Well the “check engine” light is fine. It’s still blinking away. It’s the stupid engine that stopped working. It cost me like twelve hundred dollars to fix it.,Penny
Series 02 Episode 14 – The Financial Permeability," You know, it occurs to me you could solve all your problems by obtaining more money.",Sheldon
Series 02 Episode 14 – The Financial Permeability," Yes, it occurs to me, too.",Penny
Series 02 Episode 14 – The Financial Permeability, Hang on a moment. (He opens a jar. Snakes jump out. He then pulls out a large wedge of money) Here. Take some. Pay me back when you can.,Sheldon
Series 02 Episode 14 – The Financial Permeability," Wow, you got a lot of money in there.",Penny
Series 02 Episode 14 – The Financial Permeability, That’s why it’s guarded by snakes. Take some.,Sheldon
Series 02 Episode 14 – The Financial Permeability, Don’t be silly.,Penny
Series 02 Episode 14 – The Financial Permeability, I’m never silly. Here.,Sheldon
Series 02 Episode 14 – The Financial Permeability," No, I can’t.",Penny
Series 02 Episode 14 – The Financial Permeability, Don’t you need money?,Sheldon
Series 02 Episode 14 – The Financial Permeability," Well, yeah, but…",Penny
Series 02 Episode 14 – The Financial Permeability, This is money I’m not using.,Sheldon
Series 02 Episode 14 – The Financial Permeability, But what if you need it?,Penny
Series 02 Episode 14 – The Financial Permeability," My expenses account for 46.9% of my after-tax income. The rest is divvied up between a small savings account, this deceptive container of peanut brittle and the hollowed-out buttocks of a superhero action figure who shall remain nameless for his own protection. Or her own protection. Take some.",Sheldon
Series 02 Episode 14 – The Financial Permeability," Really? I mean, are you sure?",Penny
Series 02 Episode 14 – The Financial Permeability, I see no large upcoming expenditures unless they develop an affordable technology to fuse my skeleton with adamantium like Wolverine.,Sheldon
Series 02 Episode 14 – The Financial Permeability, Are they working on that?,Penny
Series 02 Episode 14 – The Financial Permeability, I sincerely hope so.,Sheldon
Series 02 Episode 14 – The Financial Permeability," Okay. Well, thank you. Oh, God, no, I can’t. Sheldon honey, I don’t want things to be weird between us.",Penny
Series 02 Episode 14 – The Financial Permeability, Won’t it also be weird if I have to say hello to you every morning on my way to work and you’re living in a refrigerator box and washing your hair with rain water?,Sheldon
Series 02 Episode 14 – The Financial Permeability, I’ll pay you back as soon as I can.,Penny
Series 02 Episode 14 – The Financial Permeability, Of course you will. It’s impossible to pay me back sooner than you can. Assuming you subscribe to a linear understanding of time and causality.,Sheldon
Series 02 Episode 14 – The Financial Permeability, I’m regretting this already.,Penny
Series 02 Episode 14 – The Financial Permeability, Entering the lobby of the building.,Scene
Series 02 Episode 14 – The Financial Permeability," You know, I’ve given the matter some thought, and I think I’d be willing to be a house pet to a race of super-intelligent aliens.",Sheldon
Series 02 Episode 14 – The Financial Permeability, Interesting.,Leonard
Series 02 Episode 14 – The Financial Permeability, Ask me why.,Sheldon
Series 02 Episode 14 – The Financial Permeability, Do I have to?,Leonard
Series 02 Episode 14 – The Financial Permeability, Of course. That’s how you move a conversation forward.,Sheldon
Series 02 Episode 14 – The Financial Permeability, Why?,Leonard
Series 02 Episode 14 – The Financial Permeability," The learning opportunities would be abundant. Additionally, I like having my belly scratched.",Sheldon
Series 02 Episode 14 – The Financial Permeability," Hey, Penny. How was work?",Leonard
Series 02 Episode 14 – The Financial Permeability, Great. I hope I’m a waitress at the Cheesecake Factory for my whole life.,Penny
Series 02 Episode 14 – The Financial Permeability, Was that sarcasm?,Sheldon
Series 02 Episode 14 – The Financial Permeability, No.,Penny
Series 02 Episode 14 – The Financial Permeability, Was that sarcasm?,Sheldon
Series 02 Episode 14 – The Financial Permeability, Yes.,Penny
Series 02 Episode 14 – The Financial Permeability, Was that sarca..,Sheldon
Series 02 Episode 14 – The Financial Permeability, Stop it!,Leonard
Series 02 Episode 14 – The Financial Permeability," Penny, you appear to have a package here.",Sheldon
Series 02 Episode 14 – The Financial Permeability," Oh, thanks. This must be the beret I ordered. A couple of months ago. It was back-ordered.",Penny
